PlayerID,PlayerName
42539,Marco Bizot
42540,Nicolai Boilesen
42542,Adam Maher
42543,Hobie Verhulst
42544,Erik Schouten
42549,Jóhann Guðmundsson
42556,Isco
42572,Alexandru Antoniuc
42574,Yaya Sanogo
42575,Idrissa Gueye
42576,B. Écuélé Manga
42578,Jordan Ayew
42581,Serdar Gürler
42587,Dennis Appiah
42589,Benjamin Stambouli
42602,Taras Stepanenko
42605,Sergiy Kryvtsov
42611,Charalampos Mavrias
42612,Balázs Megyeri
42621,Marco D'Alessandro
42624,Omar El Kaddouri
42630,Papu Gómez
42641,Philippe Coutinho
42650,Pedro Obiang
42654,Haris Vučkič
42655,James Tavernier
42657,Shane Ferguson
42659,Jonjo Shelvey
42664,Simon Mignolet
42669,Casemiro
42670,Guillermo Burdisso
42688,Nicolás Blandi
42697,Manuel Lanzini
42704,Paolo Goltz
42706,Carlos Izquierdoz
42721,Jesús Corona
42727,Artur Rudko
42751,Eugenio Mena
42805,Nampalys Mendy
